"displacement0","displacement:1","pressure","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.012106,-0.05,590.72,1,0.5,0.5,1,6.1232e-17
0.01231,-0.05,383.04,1,0.51,0.51,1,6.2457e-17
0.012516,-0.05,220.13,1,0.52,0.52,1,6.3682e-17
0.012723,-0.05,101.99,1,0.53,0.53,1,6.4906e-17
0.012933,-0.05,28.611,1,0.54,0.54,1,6.6131e-17
0.013145,-0.05,0,1,0.55,0.55,1,6.7356e-17
0.013359,-0.05,16.155,1,0.56,0.56,1,6.858e-17
0.013575,-0.05,77.077,1,0.57,0.57,1,6.9805e-17
0.013793,-0.05,182.76,1,0.58,0.58,1,7.103e-17
0.014013,-0.05,333.22,1,0.59,0.59,1,7.2254e-17
0.014234,-0.05,528.44,1,0.6,0.6,1,7.3479e-17
0.014413,-0.05,345.51,1,0.61,0.61,1,7.4703e-17
0.014594,-0.05,201.2,1,0.62,0.62,1,7.5928e-17
0.014779,-0.05,95.513,1,0.63,0.63,1,7.7153e-17
0.014966,-0.05,28.446,1,0.64,0.64,1,7.8377e-17
0.015157,-0.05,0,1,0.65,0.65,1,7.9602e-17
0.015351,-0.05,10.175,1,0.66,0.66,1,8.0827e-17
0.015548,-0.05,58.97,1,0.67,0.67,1,8.2051e-17
0.015748,-0.05,146.39,1,0.68,0.68,1,8.3276e-17
0.015951,-0.05,272.42,1,0.69,0.69,1,8.4501e-17
0.016157,-0.05,437.08,1,0.7,0.7,1,8.5725e-17
0.016303,-0.05,289.45,1,0.71,0.71,1,8.695e-17
0.016453,-0.05,171.93,1,0.72,0.72,1,8.8175e-17
0.016608,-0.05,84.515,1,0.73,0.73,1,8.9399e-17
0.016767,-0.05,27.205,1,0.74,0.74,1,9.0624e-17
0.01693,-0.05,0,1,0.75,0.75,1,9.1849e-17
0.017097,-0.05,2.9008,1,0.76,0.76,1,9.3073e-17
0.017268,-0.05,35.907,1,0.77,0.77,1,9.4298e-17
0.017444,-0.05,99.019,1,0.78,0.78,1,9.5522e-17
0.017624,-0.05,192.24,1,0.79,0.79,1,9.6747e-17
0.017809,-0.05,315.56,1,0.8,0.8,1,9.7972e-17
0.017917,-0.05,213.82,1,0.81,0.81,1,9.9196e-17
0.01803,-0.05,131.4,1,0.82,0.82,1,1.0042e-16
0.018149,-0.05,68.287,1,0.83,0.83,1,1.0165e-16
0.018273,-0.05,24.487,1,0.84,0.84,1,1.0287e-16
0.018403,-0.05,0,1,0.85,0.85,1,1.0409e-16
0.018538,-0.05,-5.1747,1,0.86,0.86,1,1.0532e-16
0.018678,-0.05,8.9631,1,0.87,0.87,1,1.0654e-16
0.018823,-0.05,42.413,1,0.88,0.88,1,1.0777e-16
0.018974,-0.05,95.176,1,0.89,0.89,1,1.0899e-16
0.01913,-0.05,167.25,1,0.9,0.9,1,1.1022e-16
0.019197,-0.05,120.42,1,0.91,0.91,1,1.1144e-16
0.01927,-0.05,80.28,1,0.92,0.92,1,1.1267e-16
0.01935,-0.05,46.83,1,0.93,0.93,1,1.1389e-16
0.019436,-0.05,20.07,1,0.94,0.94,1,1.1512e-16
0.019527,-0.05,0,1,0.95,0.95,1,1.1634e-16
0.019625,-0.05,-13.38,1,0.96,0.96,1,1.1757e-16
0.019729,-0.05,-20.07,1,0.97,0.97,1,1.1879e-16
0.01984,-0.05,-20.07,1,0.98,0.98,1,1.2002e-16
0.019956,-0.05,-13.38,1,0.99,0.99,1,1.2124e-16
0.020079,-0.05,0,1,1,1,1,1.2246e-16
