"displacement0","displacement:1","pressure","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.0043735,-0.05,30.921,1,0.39,0.39,1,4.7761e-17
0.0044844,-0.05,48.92,1,0.4,0.4,1,4.8986e-17
0.0045923,-0.05,31.79,1,0.41,0.41,1,5.0211e-17
0.0047003,-0.05,18.334,1,0.42,0.42,1,5.1435e-17
0.0048086,-0.05,8.5494,1,0.43,0.43,1,5.266e-17
0.004917,-0.05,2.4383,1,0.44,0.44,1,5.3884e-17
0.0050256,-0.05,0,1,0.45,0.45,1,5.5109e-17
0.0051345,-0.05,1.2346,1,0.46,0.46,1,5.6334e-17
0.0052435,-0.05,6.1421,1,0.47,0.47,1,5.7558e-17
0.0053528,-0.05,14.722,1,0.48,0.48,1,5.8783e-17
0.0054622,-0.05,26.976,1,0.49,0.49,1,6.0008e-17
0.0055719,-0.05,42.902,1,0.5,0.5,1,6.1232e-17
0.0056778,-0.05,28.022,1,0.51,0.51,1,6.2457e-17
0.005784,-0.05,16.292,1,0.52,0.52,1,6.3682e-17
0.0058904,-0.05,7.7115,1,0.53,0.53,1,6.4906e-17
0.0059971,-0.05,2.2808,1,0.54,0.54,1,6.6131e-17
0.0061041,-0.05,0,1,0.55,0.55,1,6.7356e-17
0.0062113,-0.05,0.86896,1,0.56,0.56,1,6.858e-17
0.0063187,-0.05,4.8877,1,0.57,0.57,1,6.9805e-17
0.0064264,-0.05,12.056,1,0.58,0.58,1,7.103e-17
0.0065343,-0.05,22.374,1,0.59,0.59,1,7.2254e-17
0.0066425,-0.05,35.843,1,0.6,0.6,1,7.3479e-17
0.0067464,-0.05,23.577,1,0.61,0.61,1,7.4703e-17
0.0068507,-0.05,13.859,1,0.62,0.62,1,7.5928e-17
0.0069552,-0.05,6.6908,1,0.63,0.63,1,7.7153e-17
0.00706,-0.05,2.071,1,0.64,0.64,1,7.8377e-17
0.0071651,-0.05,0,1,0.65,0.65,1,7.9602e-17
0.0072705,-0.05,0.47771,1,0.66,0.66,1,8.0827e-17
0.0073762,-0.05,3.5042,1,0.67,0.67,1,8.2051e-17
0.0074821,-0.05,9.0794,1,0.68,0.68,1,8.3276e-17
0.0075884,-0.05,17.203,1,0.69,0.69,1,8.4501e-17
0.007695,-0.05,27.876,1,0.7,0.7,1,8.5725e-17
0.0077968,-0.05,18.539,1,0.71,0.71,1,8.695e-17
0.007899,-0.05,11.083,1,0.72,0.72,1,8.8175e-17
0.0080015,-0.05,5.5078,1,0.73,0.73,1,8.9399e-17
0.0081043,-0.05,1.8135,1,0.74,0.74,1,9.0624e-17
0.0082075,-0.05,0,1,0.75,0.75,1,9.1849e-17
0.0083109,-0.05,0.067334,1,0.76,0.76,1,9.3073e-17
0.0084147,-0.05,2.0155,1,0.77,0.77,1,9.4298e-17
0.0085189,-0.05,5.8445,1,0.78,0.78,1,9.5522e-17
0.0086233,-0.05,11.554,1,0.79,0.79,1,9.6747e-17
0.0087281,-0.05,19.145,1,0.8,0.8,1,9.7972e-17
0.0088278,-0.05,13,1,0.81,0.81,1,9.9196e-17
0.0089279,-0.05,8.0135,1,0.82,0.82,1,1.0042e-16
0.0090283,-0.05,4.1845,1,0.83,0.83,1,1.0165e-16
0.0091291,-0.05,1.5133,1,0.84,0.84,1,1.0287e-16
0.0092302,-0.05,0,1,0.85,0.85,1,1.0409e-16
0.0093317,-0.05,-0.35549,1,0.86,0.86,1,1.0532e-16
0.0094335,-0.05,0.44685,1,0.87,0.87,1,1.0654e-16
0.0095357,-0.05,2.407,1,0.88,0.88,1,1.0777e-16
0.0096383,-0.05,5.5251,1,0.89,0.89,1,1.0899e-16
0.0097412,-0.05,9.8009,1,0.9,0.9,1,1.1022e-16
0.0098387,-0.05,7.0567,1,0.91,0.91,1,1.1144e-16
0.0099366,-0.05,4.7044,1,0.92,0.92,1,1.1267e-16
0.010035,-0.05,2.7443,1,0.93,0.93,1,1.1389e-16
0.010134,-0.05,1.1761,1,0.94,0.94,1,1.1512e-16
0.010233,-0.05,0,1,0.95,0.95,1,1.1634e-16
0.010332,-0.05,-0.78407,1,0.96,0.96,1,1.1757e-16
0.010432,-0.05,-1.1761,1,0.97,0.97,1,1.1879e-16
0.010532,-0.05,-1.1761,1,0.98,0.98,1,1.2002e-16
0.010633,-0.05,-0.78407,1,0.99,0.99,1,1.2124e-16
0.010734,-0.05,0,1,1,1,1,1.2246e-16
